Master Record Number,Date,Weekend?,Hour,Collision Type,Injury Type,Primary Factor,Reported_Location,Latitude,Longitude,Location,Number of Bars,Weather Condition,Severity,geometry,area_number,bar_location,Hour of Day,Visibility (mi)
902406633,2015-03-03,Weekday,08:00:00,1-Car,Non-incapacitating,RAN OFF ROAD RIGHT,JORDAN & READ N,39.16719055,-86.51600953,"39.16719055,-86.51600953",18,Cloudy,2,POINT (-86.51600953 39.16719055),0.0,"POLYGON ((-86.50151677637682 39.16719055, -86.50158656294678 39.16577001173435, -86.50179525057388 39.164363154028756, -86.50214082948214 39.16298352569196, -86.5026199715578 39.16164441329906, -86.50322806240075 39.16035871323441, -86.50395924576374 39.15913880749247, -86.50480647995127 39.15799644443241, -86.50576160563499 39.156942625634976, -86.50681542443242 39.155987499951266, -86.50795778749247 39.155140265763734, -86.5091776932344 39.15440908240075, -86.51046339329906 39.15380099155781, -86.51180250569197 39.15332184948214, -86.51318213402875 39.152976270573866, -86.51458899173436 39.15276758294678, -86.51600953 39.15269779637681, -86.51743006826565 39.15276758294678, -86.51883692597126 39.152976270573866, -86.52021655430804 39.15332184948214, -86.52155566670095 39.15380099155781, -86.5228413667656 39.15440908240075, -86.52406127250754 39.155140265763734, -86.52520363556759 39.155987499951266, -86.52625745436502 39.156942625634976, -86.52721258004874 39.15799644443241, -86.52805981423627 39.15913880749247, -86.52879099759926 39.16035871323441, -86.5293990884422 39.16164441329906, -86.52987823051787 39.16298352569196, -86.53022380942613 39.164363154028756, -86.53043249705323 39.16577001173435, -86.53050228362319 39.16719055, -86.53043249705323 39.16861108826565, -86.53022380942613 39.170017945971246, -86.52987823051787 39.17139757430804, -86.5293990884422 39.172736686700944, -86.52879099759926 39.17402238676559, -86.52805981423627 39.175242292507534, -86.52721258004874 39.17638465556759, -86.52625745436502 39.177438474365026, -86.52520363556759 39.178393600048736, -86.52406127250754 39.17924083423627, -86.5228413667656 39.179972017599255, -86.52155566670095 39.18058010844219, -86.52021655430804 39.18105925051786, -86.51883692597126 39.181404829426135, -86.51743006826565 39.18161351705322, -86.51600953 39.18168330362319, -86.51458899173436 39.18161351705322, -86.51318213402875 39.181404829426135, -86.51180250569197 39.18105925051786, -86.51046339329906 39.18058010844219, -86.5091776932344 39.179972017599255, -86.50795778749247 39.17924083423627, -86.50681542443242 39.178393600048736, -86.50576160563499 39.177438474365026, -86.50480647995127 39.17638465556759, -86.50395924576374 39.175242292507534, -86.50322806240075 39.17402238676559, -86.5026199715578 39.172736686700944, -86.50214082948214 39.17139757430804, -86.50179525057388 39.170017945971246, -86.50158656294678 39.16861108826565, -86.50151677637682 39.16719055))",8,6
902518209,2015-09-05,Weekday,11:00:00,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,W KIRKWOOD,39.16664112,-86.53486029,"39.16664112,-86.53486029",42,Clear,1,POINT (-86.53486029 39.16664112),0.0,"POLYGON ((-86.52036753637681 39.16664112, -86.52043732294678 39.16522058173435, -86.52064601057387 39.163813724028756, -86.52099158948214 39.162434095691964, -86.5214707315578 39.16109498329906, -86.52207882240074 39.15980928323441, -86.52281000576373 39.15858937749247, -86.52365723995126 39.157447014432414, -86.52461236563498 39.156393195634976, -86.52566618443241 39.155438069951266, -86.52680854749246 39.154590835763734, -86.5280284532344 39.15385965240075, -86.52931415329905 39.15325156155781, -86.53065326569197 39.15277241948214, -86.53203289402875 39.15242684057387, -86.53343975173435 39.15221815294678, -86.53486029 39.152148366376814, -86.53628082826565 39.15221815294678, -86.53768768597125 39.15242684057387, -86.53906731430803 39.15277241948214, -86.54040642670094 39.15325156155781, -86.5416921267656 39.15385965240075, -86.54291203250753 39.154590835763734, -86.54405439556758 39.155438069951266, -86.54510821436502 39.156393195634976, -86.54606334004873 39.157447014432414, -86.54691057423626 39.15858937749247, -86.54764175759925 39.15980928323441, -86.5482498484422 39.16109498329906, -86.54872899051786 39.162434095691964, -86.54907456942612 39.163813724028756, -86.54928325705322 39.16522058173435, -86.54935304362319 39.16664112, -86.54928325705322 39.16806165826565, -86.54907456942612 39.169468515971246, -86.54872899051786 39.17084814430804, -86.5482498484422 39.172187256700944, -86.54764175759925 39.17347295676559, -86.54691057423626 39.174692862507534, -86.54606334004873 39.17583522556759, -86.54510821436502 39.176889044365026, -86.54405439556758 39.177844170048736, -86.54291203250753 39.17869140423627, -86.5416921267656 39.179422587599255, -86.54040642670094 39.18003067844219, -86.53906731430803 39.18050982051786, -86.53768768597125 39.180855399426136, -86.53628082826565 39.18106408705322, -86.53486029 39.18113387362319, -86.53343975173435 39.18106408705322, -86.53203289402875 39.180855399426136, -86.53065326569197 39.18050982051786, -86.52931415329905 39.18003067844219, -86.5280284532344 39.179422587599255, -86.52680854749246 39.17869140423627, -86.52566618443241 39.177844170048736, -86.52461236563498 39.176889044365026, -86.52365723995126 39.17583522556759, -86.52281000576373 39.174692862507534, -86.52207882240074 39.17347295676559, -86.5214707315578 39.172187256700944, -86.52099158948214 39.17084814430804, -86.52064601057387 39.169468515971246, -86.52043732294678 39.16806165826565, -86.52036753637681 39.16664112))",11,5
902578101,2015-12-07,Weekend,23:00:00,2-Car,Incapacitating,FAILURE TO YIELD RIGHT OF WAY,SOUTH ROGERS & WEST 2ND,39.16140027,-86.53867028,"39.16140027,-86.53867028",43,Patchy rain possible,2,POINT (-86.53867028 39.16140027),0.0,"POLYGON ((-86.52417752637682 39.16140027, -86.52424731294678 39.15997973173435, -86.52445600057388 39.158572874028756, -86.52480157948214 39.157193245691964, -86.5252807215578 39.15585413329906, -86.52588881240075 39.15456843323441, -86.52661999576374 39.15334852749247, -86.52746722995127 39.152206164432414, -86.52842235563499 39.151152345634976, -86.52947617443242 39.15019721995127, -86.53061853749247 39.149349985763735, -86.5318384432344 39.14861880240075, -86.53312414329906 39.14801071155781, -86.53446325569197 39.14753156948214, -86.53584288402875 39.14718599057387, -86.53724974173436 39.14697730294678, -86.53867028 39.146907516376814, -86.54009081826565 39.14697730294678, -86.54149767597126 39.14718599057387, -86.54287730430804 39.14753156948214, -86.54421641670095 39.14801071155781, -86.5455021167656 39.14861880240075, -86.54672202250754 39.149349985763735, -86.54786438556759 39.15019721995127, -86.54891820436502 39.151152345634976, -86.54987333004874 39.152206164432414, -86.55072056423627 39.15334852749247, -86.55145174759926 39.15456843323441, -86.5520598384422 39.15585413329906, -86.55253898051787 39.157193245691964, -86.55288455942613 39.158572874028756, -86.55309324705323 39.15997973173435, -86.55316303362319 39.16140027, -86.55309324705323 39.16282080826565, -86.55288455942613 39.16422766597125, -86.55253898051787 39.16560729430804, -86.5520598384422 39.166946406700944, -86.55145174759926 39.16823210676559, -86.55072056423627 39.169452012507534, -86.54987333004874 39.17059437556759, -86.54891820436502 39.17164819436503, -86.54786438556759 39.17260332004874, -86.54672202250754 39.17345055423627, -86.5455021167656 39.174181737599255, -86.54421641670095 39.174789828442194, -86.54287730430804 39.17526897051786, -86.54149767597126 39.175614549426136, -86.54009081826565 39.17582323705322, -86.53867028 39.17589302362319, -86.53724974173436 39.17582323705322, -86.53584288402875 39.175614549426136, -86.53446325569197 39.17526897051786, -86.53312414329906 39.174789828442194, -86.5318384432344 39.174181737599255, -86.53061853749247 39.17345055423627, -86.52947617443242 39.17260332004874, -86.52842235563499 39.17164819436503, -86.52746722995127 39.17059437556759, -86.52661999576374 39.169452012507534, -86.52588881240075 39.16823210676559, -86.5252807215578 39.166946406700944, -86.52480157948214 39.16560729430804, -86.52445600057388 39.16422766597125, -86.52424731294678 39.16282080826565, -86.52417752637682 39.16140027))",23,1
902544228,2015-10-05,Weekday,17:00:00,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,SIMPSON CHAPEL & SR37N,39.26616,-86.522752,"39.26616,-86.522752",0,Clear,1,POINT (-86.522752 39.26616),0.0,,17,6
902430335,2015-04-06,Weekday,09:00:00,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,HILLSIDE & S WALNUT,39.150544,-86.5336,"39.150544,-86.5336",4,Clear,1,POINT (-86.5336 39.150544),0.0,"POLYGON ((-86.51910724637682 39.150544, -86.51917703294679 39.14912346173435, -86.51938572057388 39.14771660402875, -86.51973129948215 39.14633697569196, -86.52021044155781 39.144997863299054, -86.52081853240075 39.143712163234404, -86.52154971576374 39.142492257492464, -86.52239694995127 39.14134989443241, -86.52335207563499 39.14029607563497, -86.52440589443242 39.13934094995126, -86.52554825749247 39.13849371576373, -86.52676816323441 39.13776253240074, -86.52805386329906 39.137154441557804, -86.52939297569198 39.136675299482135, -86.53077260402875 39.13632972057386, -86.53217946173436 39.136121032946775, -86.5336 39.13605124637681, -86.53502053826566 39.136121032946775, -86.53642739597126 39.13632972057386, -86.53780702430804 39.136675299482135, -86.53914613670095 39.137154441557804, -86.5404318367656 39.13776253240074, -86.54165174250754 39.13849371576373, -86.5427941055676 39.13934094995126, -86.54384792436502 39.14029607563497, -86.54480305004874 39.14134989443241, -86.54565028423627 39.142492257492464, -86.54638146759926 39.143712163234404, -86.5469895584422 39.144997863299054, -86.54746870051787 39.14633697569196, -86.54781427942613 39.14771660402875, -86.54802296705323 39.14912346173435, -86.5480927536232 39.150544, -86.54802296705323 39.151964538265645, -86.54781427942613 39.15337139597124, -86.54746870051787 39.154751024308034, -86.5469895584422 39.15609013670094, -86.54638146759926 39.15737583676559, -86.54565028423627 39.15859574250753, -86.54480305004874 39.159738105567584, -86.54384792436502 39.16079192436502, -86.5427941055676 39.16174705004873, -86.54165174250754 39.16259428423626, -86.5404318367656 39.16332546759925, -86.53914613670095 39.16393355844219, -86.53780702430804 39.16441270051786, -86.53642739597126 39.16475827942613, -86.53502053826566 39.16496696705322, -86.5336 39.165036753623184, -86.53217946173436 39.16496696705322, -86.53077260402875 39.16475827942613, -86.52939297569198 39.16441270051786, -86.52805386329906 39.16393355844219, -86.52676816323441 39.16332546759925, -86.52554825749247 39.16259428423626, -86.52440589443242 39.16174705004873, -86.52335207563499 39.16079192436502, -86.52239694995127 39.159738105567584, -86.52154971576374 39.15859574250753, -86.52081853240075 39.15737583676559, -86.52021044155781 39.15609013670094, -86.51973129948215 39.154751024308034, -86.51938572057388 39.15337139597124, -86.51917703294679 39.151964538265645, -86.51910724637682 39.150544))",9,6
902491808,2015-07-06,Weekday,09:00:00,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,3RD & GRANT,39.16464,-86.529728,"39.16464,-86.529728",43,Clear,1,POINT (-86.529728 39.16464),0.0,"POLYGON ((-86.51523524637682 39.16464, -86.51530503294678 39.16321946173435, -86.51551372057388 39.16181260402875, -86.51585929948214 39.16043297569196, -86.5163384415578 39.159093863299056, -86.51694653240075 39.15780816323441, -86.51767771576374 39.156588257492466, -86.51852494995127 39.15544589443241, -86.51948007563499 39.15439207563497, -86.52053389443242 39.153436949951264, -86.52167625749247 39.15258971576373, -86.5228961632344 39.151858532400745, -86.52418186329906 39.151250441557806, -86.52552097569198 39.15077129948214, -86.52690060402875 39.150425720573864, -86.52830746173436 39.15021703294678, -86.529728 39.15014724637681, -86.53114853826565 39.15021703294678, -86.53255539597126 39.150425720573864, -86.53393502430804 39.15077129948214, -86.53527413670095 39.151250441557806, -86.5365598367656 39.151858532400745, -86.53777974250754 39.15258971576373, -86.5389221055676 39.153436949951264, -86.53997592436502 39.15439207563497, -86.54093105004874 39.15544589443241, -86.54177828423627 39.156588257492466, -86.54250946759926 39.15780816323441, -86.5431175584422 39.159093863299056, -86.54359670051787 39.16043297569196, -86.54394227942613 39.16181260402875, -86.54415096705323 39.16321946173435, -86.5442207536232 39.16464, -86.54415096705323 39.16606053826565, -86.54394227942613 39.167467395971244, -86.54359670051787 39.168847024308036, -86.5431175584422 39.17018613670094, -86.54250946759926 39.17147183676559, -86.54177828423627 39.17269174250753, -86.54093105004874 39.173834105567586, -86.53997592436502 39.174887924365024, -86.5389221055676 39.175843050048734, -86.53777974250754 39.176690284236265, -86.5365598367656 39.17742146759925, -86.53527413670095 39.17802955844219, -86.53393502430804 39.17850870051786, -86.53255539597126 39.17885427942613, -86.53114853826565 39.17906296705322, -86.529728 39.179132753623186, -86.52830746173436 39.17906296705322, -86.52690060402875 39.17885427942613, -86.52552097569198 39.17850870051786, -86.52418186329906 39.17802955844219, -86.5228961632344 39.17742146759925, -86.52167625749247 39.176690284236265, -86.52053389443242 39.175843050048734, -86.51948007563499 39.174887924365024, -86.51852494995127 39.173834105567586, -86.51767771576374 39.17269174250753, -86.51694653240075 39.17147183676559, -86.5163384415578 39.17018613670094, -86.51585929948214 39.168847024308036, -86.51551372057388 39.167467395971244, -86.51530503294678 39.16606053826565, -86.51523524637682 39.16464))",9,6
902405913,2015-03-02,Weekday,19:00:00,2-Car,No injury/unknown,UNSAFE BACKING,E 10TH,39.17157747,-86.51808392,"39.17157747,-86.51808392",32,Partly cloudy,1,POINT (-86.51808392 39.17157747),0.0,"POLYGON ((-86.50359116637681 39.17157747, -86.50366095294677 39.170156931734354, -86.50386964057387 39.16875007402876, -86.50421521948213 39.167370445691965, -86.5046943615578 39.16603133329906, -86.50530245240074 39.16474563323441, -86.50603363576373 39.16352572749247, -86.50688086995126 39.162383364432415, -86.50783599563498 39.16132954563498, -86.50888981443241 39.16037441995127, -86.51003217749246 39.159527185763736, -86.5112520832344 39.15879600240075, -86.51253778329905 39.15818791155781, -86.51387689569196 39.15770876948214, -86.51525652402874 39.15736319057387, -86.51666338173435 39.15715450294678, -86.51808392 39.157084716376815, -86.51950445826564 39.15715450294678, -86.52091131597125 39.15736319057387, -86.52229094430803 39.15770876948214, -86.52363005670094 39.15818791155781, -86.5249157567656 39.15879600240075, -86.52613566250753 39.159527185763736, -86.52727802556758 39.16037441995127, -86.52833184436501 39.16132954563498, -86.52928697004873 39.162383364432415, -86.53013420423626 39.16352572749247, -86.53086538759925 39.16474563323441, -86.5314734784422 39.16603133329906, -86.53195262051786 39.167370445691965, -86.53229819942612 39.16875007402876, -86.53250688705322 39.170156931734354, -86.53257667362318 39.17157747, -86.53250688705322 39.17299800826565, -86.53229819942612 39.17440486597125, -86.53195262051786 39.17578449430804, -86.5314734784422 39.177123606700945, -86.53086538759925 39.178409306765595, -86.53013420423626 39.179629212507535, -86.52928697004873 39.18077157556759, -86.52833184436501 39.18182539436503, -86.52727802556758 39.18278052004874, -86.52613566250753 39.18362775423627, -86.5249157567656 39.18435893759926, -86.52363005670094 39.184967028442195, -86.52229094430803 39.185446170517864, -86.52091131597125 39.18579174942614, -86.51950445826564 39.186000437053224, -86.51808392 39.18607022362319, -86.51666338173435 39.186000437053224, -86.51525652402874 39.18579174942614, -86.51387689569196 39.185446170517864, -86.51253778329905 39.184967028442195, -86.5112520832344 39.18435893759926, -86.51003217749246 39.18362775423627, -86.50888981443241 39.18278052004874, -86.50783599563498 39.18182539436503, -86.50688086995126 39.18077157556759, -86.50603363576373 39.179629212507535, -86.50530245240074 39.178409306765595, -86.5046943615578 39.177123606700945, -86.50421521948213 39.17578449430804, -86.50386964057387 39.17440486597125, -86.50366095294677 39.17299800826565, -86.50359116637681 39.17157747))",19,6
902593318,2015-12-06,Weekday,13:00:00,2-Car,No injury/unknown,IMPROPER LANE USAGE,3RD,39.16470933,-86.57183467,"39.16470933,-86.57183467",5,Clear,1,POINT (-86.57183467 39.16470933),0.0,"POLYGON ((-86.55734191637681 39.16470933, -86.55741170294678 39.16328879173435, -86.55762039057387 39.161881934028756, -86.55796596948214 39.16050230569196, -86.5584451115578 39.15916319329906, -86.55905320240075 39.15787749323441, -86.55978438576373 39.15665758749247, -86.56063161995127 39.15551522443241, -86.56158674563498 39.154461405634976, -86.56264056443241 39.153506279951266, -86.56378292749247 39.152659045763734, -86.5650028332344 39.15192786240075, -86.56628853329906 39.15131977155781, -86.56762764569197 39.15084062948214, -86.56900727402875 39.150495050573866, -86.57041413173435 39.15028636294678, -86.57183467 39.15021657637681, -86.57325520826565 39.15028636294678, -86.57466206597125 39.150495050573866, -86.57604169430803 39.15084062948214, -86.57738080670094 39.15131977155781, -86.5786665067656 39.15192786240075, -86.57988641250753 39.152659045763734, -86.58102877556759 39.153506279951266, -86.58208259436502 39.154461405634976, -86.58303772004874 39.15551522443241, -86.58388495423627 39.15665758749247, -86.58461613759926 39.15787749323441, -86.5852242284422 39.15916319329906, -86.58570337051786 39.16050230569196, -86.58604894942613 39.161881934028756, -86.58625763705322 39.16328879173435, -86.58632742362319 39.16470933, -86.58625763705322 39.16612986826565, -86.58604894942613 39.167536725971246, -86.58570337051786 39.16891635430804, -86.5852242284422 39.170255466700944, -86.58461613759926 39.17154116676559, -86.58388495423627 39.172761072507534, -86.58303772004874 39.17390343556759, -86.58208259436502 39.174957254365026, -86.58102877556759 39.175912380048736, -86.57988641250753 39.17675961423627, -86.5786665067656 39.177490797599255, -86.57738080670094 39.17809888844219, -86.57604169430803 39.17857803051786, -86.57466206597125 39.178923609426135, -86.57325520826565 39.17913229705322, -86.57183467 39.17920208362319, -86.57041413173435 39.17913229705322, -86.56900727402875 39.178923609426135, -86.56762764569197 39.17857803051786, -86.56628853329906 39.17809888844219, -86.5650028332344 39.177490797599255, -86.56378292749247 39.17675961423627, -86.56264056443241 39.175912380048736, -86.56158674563498 39.174957254365026, -86.56063161995127 39.17390343556759, -86.55978438576373 39.172761072507534, -86.55905320240075 39.17154116676559, -86.5584451115578 39.170255466700944, -86.55796596948214 39.16891635430804, -86.55762039057387 39.167536725971246, -86.55741170294678 39.16612986826565, -86.55734191637681 39.16470933))",13,6
902420367,2015-03-07,Weekend,11:00:00,1-Car,No injury/unknown,IMPROPER TURNING,EAST 3RD,39.16422196,-86.50215134,"39.16422196,-86.50215134",6,Overcast,1,POINT (-86.50215134 39.16422196),0.0,"POLYGON ((-86.48765858637681 39.16422196, -86.48772837294678 39.16280142173435, -86.48793706057387 39.161394564028754, -86.48828263948214 39.16001493569196, -86.4887617815578 39.158675823299056, -86.48936987240074 39.15739012323441, -86.49010105576373 39.156170217492466, -86.49094828995126 39.15502785443241, -86.49190341563498 39.153974035634974, -86.49295723443241 39.153018909951264, -86.49409959749246 39.15217167576373, -86.4953195032344 39.151440492400745, -86.49660520329905 39.15083240155781, -86.49794431569197 39.15035325948214, -86.49932394402875 39.150007680573864, -86.50073080173435 39.14979899294678, -86.50215134 39.14972920637681, -86.50357187826565 39.14979899294678, -86.50497873597125 39.150007680573864, -86.50635836430803 39.15035325948214, -86.50769747670094 39.15083240155781, -86.5089831767656 39.151440492400745, -86.51020308250753 39.15217167576373, -86.51134544556758 39.153018909951264, -86.51239926436502 39.153974035634974, -86.51335439004873 39.15502785443241, -86.51420162423626 39.156170217492466, -86.51493280759925 39.15739012323441, -86.5155408984422 39.158675823299056, -86.51602004051786 39.16001493569196, -86.51636561942613 39.161394564028754, -86.51657430705322 39.16280142173435, -86.51664409362319 39.16422196, -86.51657430705322 39.16564249826565, -86.51636561942613 39.167049355971244, -86.51602004051786 39.168428984308036, -86.5155408984422 39.16976809670094, -86.51493280759925 39.17105379676559, -86.51420162423626 39.17227370250753, -86.51335439004873 39.17341606556759, -86.51239926436502 39.174469884365024, -86.51134544556758 39.175425010048734, -86.51020308250753 39.176272244236266, -86.5089831767656 39.17700342759925, -86.50769747670094 39.17761151844219, -86.50635836430803 39.17809066051786, -86.50497873597125 39.178436239426134, -86.50357187826565 39.17864492705322, -86.50215134 39.17871471362319, -86.50073080173435 39.17864492705322, -86.49932394402875 39.178436239426134, -86.49794431569197 39.17809066051786, -86.49660520329905 39.17761151844219, -86.4953195032344 39.17700342759925, -86.49409959749246 39.176272244236266, -86.49295723443241 39.175425010048734, -86.49190341563498 39.174469884365024, -86.49094828995126 39.17341606556759, -86.49010105576373 39.17227370250753, -86.48936987240074 39.17105379676559, -86.4887617815578 39.16976809670094, -86.48828263948214 39.168428984308036, -86.48793706057387 39.167049355971244, -86.48772837294678 39.16564249826565, -86.48765858637681 39.16422196))",11,6
902439483,2015-05-02,Weekday,14:00:00,2-Car,Incapacitating,UNSAFE LANE MOVEMENT,CURRY & SR45W,39.142048,-86.582592,"39.142048,-86.582592",1,Clear,2,POINT (-86.582592 39.142048),0.0,"POLYGON ((-86.56809924637682 39.142048, -86.56816903294678 39.140627461734354, -86.56837772057388 39.13922060402876, -86.56872329948214 39.137840975691965, -86.5692024415578 39.13650186329906, -86.56981053240075 39.13521616323441, -86.57054171576374 39.13399625749247, -86.57138894995127 39.132853894432415, -86.57234407563499 39.13180007563498, -86.57339789443242 39.13084494995127, -86.57454025749247 39.129997715763736, -86.5757601632344 39.12926653240075, -86.57704586329906 39.12865844155781, -86.57838497569198 39.12817929948214, -86.57976460402875 39.12783372057387, -86.58117146173436 39.12762503294678, -86.582592 39.127555246376815, -86.58401253826565 39.12762503294678, -86.58541939597126 39.12783372057387, -86.58679902430804 39.12817929948214, -86.58813813670095 39.12865844155781, -86.5894238367656 39.12926653240075, -86.59064374250754 39.129997715763736, -86.59178610556759 39.13084494995127, -86.59283992436502 39.13180007563498, -86.59379505004874 39.132853894432415, -86.59464228423627 39.13399625749247, -86.59537346759926 39.13521616323441, -86.5959815584422 39.13650186329906, -86.59646070051787 39.137840975691965, -86.59680627942613 39.13922060402876, -86.59701496705323 39.140627461734354, -86.5970847536232 39.142048, -86.59701496705323 39.14346853826565, -86.59680627942613 39.14487539597125, -86.59646070051787 39.14625502430804, -86.5959815584422 39.147594136700945, -86.59537346759926 39.148879836765595, -86.59464228423627 39.150099742507535, -86.59379505004874 39.15124210556759, -86.59283992436502 39.15229592436503, -86.59178610556759 39.15325105004874, -86.59064374250754 39.15409828423627, -86.5894238367656 39.15482946759926, -86.58813813670095 39.155437558442195, -86.58679902430804 39.155916700517864, -86.58541939597126 39.15626227942614, -86.58401253826565 39.156470967053224, -86.582592 39.15654075362319, -86.58117146173436 39.156470967053224, -86.57976460402875 39.15626227942614, -86.57838497569198 39.155916700517864, -86.57704586329906 39.155437558442195, -86.5757601632344 39.15482946759926, -86.57454025749247 39.15409828423627, -86.57339789443242 39.15325105004874, -86.57234407563499 39.15229592436503, -86.57138894995127 39.15124210556759, -86.57054171576374 39.150099742507535, -86.56981053240075 39.148879836765595, -86.5692024415578 39.147594136700945, -86.56872329948214 39.14625502430804, -86.56837772057388 39.14487539597125, -86.56816903294678 39.14346853826565, -86.56809924637682 39.142048))",14,6
902503495,2015-08-03,Weekday,20:00:00,Moped/Motorcycle,Non-incapacitating,RAN OFF ROAD RIGHT,FAIRFAX & THIRD,39.1858669,-86.51451028,"39.1858669,-86.51451028",0,Clear,2,POINT (-86.51451028 39.1858669),0.0,,20,6
902548404,2015-10-05,Weekday,08:00:00,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,E3RD & S WALNUT,39.16464,-86.5336,"39.16464,-86.5336",42,Clear,1,POINT (-86.5336 39.16464),0.0,"POLYGON ((-86.51910724637682 39.16464, -86.51917703294679 39.16321946173435, -86.51938572057388 39.16181260402875, -86.51973129948215 39.16043297569196, -86.52021044155781 39.159093863299056, -86.52081853240075 39.15780816323441, -86.52154971576374 39.156588257492466, -86.52239694995127 39.15544589443241, -86.52335207563499 39.15439207563497, -86.52440589443242 39.153436949951264, -86.52554825749247 39.15258971576373, -86.52676816323441 39.151858532400745, -86.52805386329906 39.151250441557806, -86.52939297569198 39.15077129948214, -86.53077260402875 39.150425720573864, -86.53217946173436 39.15021703294678, -86.5336 39.15014724637681, -86.53502053826566 39.15021703294678, -86.53642739597126 39.150425720573864, -86.53780702430804 39.15077129948214, -86.53914613670095 39.151250441557806, -86.5404318367656 39.151858532400745, -86.54165174250754 39.15258971576373, -86.5427941055676 39.153436949951264, -86.54384792436502 39.15439207563497, -86.54480305004874 39.15544589443241, -86.54565028423627 39.156588257492466, -86.54638146759926 39.15780816323441, -86.5469895584422 39.159093863299056, -86.54746870051787 39.16043297569196, -86.54781427942613 39.16181260402875, -86.54802296705323 39.16321946173435, -86.5480927536232 39.16464, -86.54802296705323 39.16606053826565, -86.54781427942613 39.167467395971244, -86.54746870051787 39.168847024308036, -86.5469895584422 39.17018613670094, -86.54638146759926 39.17147183676559, -86.54565028423627 39.17269174250753, -86.54480305004874 39.173834105567586, -86.54384792436502 39.174887924365024, -86.5427941055676 39.175843050048734, -86.54165174250754 39.176690284236265, -86.5404318367656 39.17742146759925, -86.53914613670095 39.17802955844219, -86.53780702430804 39.17850870051786, -86.53642739597126 39.17885427942613, -86.53502053826566 39.17906296705322, -86.5336 39.179132753623186, -86.53217946173436 39.17906296705322, -86.53077260402875 39.17885427942613, -86.52939297569198 39.17850870051786, -86.52805386329906 39.17802955844219, -86.52676816323441 39.17742146759925, -86.52554825749247 39.176690284236265, -86.52440589443242 39.175843050048734, -86.52335207563499 39.174887924365024, -86.52239694995127 39.173834105567586, -86.52154971576374 39.17269174250753, -86.52081853240075 39.17147183676559, -86.52021044155781 39.17018613670094, -86.51973129948215 39.168847024308036, -86.51938572057388 39.167467395971244, -86.51917703294679 39.16606053826565, -86.51910724637682 39.16464))",8,6
902532943,2015-10-01,Weekend,17:00:00,2-Car,No injury/unknown,DISREGARD SIGNAL/REG SIGN,N COLLEGE & W 11TH,39.173232,-86.534752,"39.173232,-86.534752",39,Clear,1,POINT (-86.534752 39.173232),0.0,"POLYGON ((-86.52025924637681 39.173232, -86.52032903294678 39.17181146173435, -86.52053772057387 39.170404604028754, -86.52088329948214 39.16902497569196, -86.5213624415578 39.167685863299056, -86.52197053240074 39.16640016323441, -86.52270171576373 39.165180257492466, -86.52354894995126 39.16403789443241, -86.52450407563498 39.162984075634974, -86.52555789443241 39.162028949951264, -86.52670025749246 39.16118171576373, -86.5279201632344 39.160450532400745, -86.52920586329905 39.15984244155781, -86.53054497569197 39.15936329948214, -86.53192460402875 39.159017720573864, -86.53333146173435 39.15880903294678, -86.534752 39.15873924637681, -86.53617253826565 39.15880903294678, -86.53757939597125 39.159017720573864, -86.53895902430803 39.15936329948214, -86.54029813670094 39.15984244155781, -86.5415838367656 39.160450532400745, -86.54280374250753 39.16118171576373, -86.54394610556758 39.162028949951264, -86.54499992436502 39.162984075634974, -86.54595505004873 39.16403789443241, -86.54680228423626 39.165180257492466, -86.54753346759925 39.16640016323441, -86.5481415584422 39.167685863299056, -86.54862070051786 39.16902497569196, -86.54896627942612 39.170404604028754, -86.54917496705322 39.17181146173435, -86.54924475362319 39.173232, -86.54917496705322 39.17465253826565, -86.54896627942612 39.176059395971244, -86.54862070051786 39.177439024308036, -86.5481415584422 39.17877813670094, -86.54753346759925 39.18006383676559, -86.54680228423626 39.18128374250753, -86.54595505004873 39.182426105567586, -86.54499992436502 39.183479924365024, -86.54394610556758 39.184435050048734, -86.54280374250753 39.185282284236266, -86.5415838367656 39.18601346759925, -86.54029813670094 39.18662155844219, -86.53895902430803 39.18710070051786, -86.53757939597125 39.18744627942613, -86.53617253826565 39.18765496705322, -86.534752 39.187724753623186, -86.53333146173435 39.18765496705322, -86.53192460402875 39.18744627942613, -86.53054497569197 39.18710070051786, -86.52920586329905 39.18662155844219, -86.5279201632344 39.18601346759925, -86.52670025749246 39.185282284236266, -86.52555789443241 39.184435050048734, -86.52450407563498 39.183479924365024, -86.52354894995126 39.182426105567586, -86.52270171576373 39.18128374250753, -86.52197053240074 39.18006383676559, -86.5213624415578 39.17877813670094, -86.52088329948214 39.177439024308036, -86.52053772057387 39.176059395971244, -86.52032903294678 39.17465253826565, -86.52025924637681 39.173232))",17,6
