Master Record Number,Date,Weekend?,Hour,Collision Type,Injury Type,Primary Factor,Reported_Location,Latitude,Longitude,Location,Number of Bars,Weather Condition,Severity,geometry,area_number,bar_location,Hour of Day,Visibility (mi)
902487088,2015-07-04,Weekday,19:00:00,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,GATES & WEST THIRD,39.16459009,-86.57619975,"39.16459009,-86.57619975",5,Cloudy,2,POINT (-86.57619975 39.16459009),0.0,"POLYGON ((-86.56170699637681 39.16459009, -86.56177678294678 39.16316955173435, -86.56198547057387 39.16176269402875, -86.56233104948214 39.16038306569196, -86.5628101915578 39.159043953299054, -86.56341828240075 39.157758253234405, -86.56414946576373 39.156538347492464, -86.56499669995127 39.15539598443241, -86.56595182563498 39.15434216563497, -86.56700564443241 39.15338703995126, -86.56814800749247 39.15253980576373, -86.5693679132344 39.15180862240074, -86.57065361329906 39.151200531557805, -86.57199272569197 39.150721389482136, -86.57337235402875 39.15037581057386, -86.57477921173435 39.150167122946776, -86.57619975 39.15009733637681, -86.57762028826565 39.150167122946776, -86.57902714597125 39.15037581057386, -86.58040677430803 39.150721389482136, -86.58174588670094 39.151200531557805, -86.5830315867656 39.15180862240074, -86.58425149250753 39.15253980576373, -86.58539385556759 39.15338703995126, -86.58644767436502 39.15434216563497, -86.58740280004874 39.15539598443241, -86.58825003423627 39.156538347492464, -86.58898121759925 39.157758253234405, -86.5895893084422 39.159043953299054, -86.59006845051786 39.16038306569196, -86.59041402942613 39.16176269402875, -86.59062271705322 39.16316955173435, -86.59069250362319 39.16459009, -86.59062271705322 39.166010628265646, -86.59041402942613 39.16741748597124, -86.59006845051786 39.168797114308035, -86.5895893084422 39.17013622670094, -86.58898121759925 39.17142192676559, -86.58825003423627 39.17264183250753, -86.58740280004874 39.173784195567585, -86.58644767436502 39.17483801436502, -86.58539385556759 39.17579314004873, -86.58425149250753 39.176640374236264, -86.5830315867656 39.17737155759925, -86.58174588670094 39.17797964844219, -86.58040677430803 39.17845879051786, -86.57902714597125 39.17880436942613, -86.57762028826565 39.17901305705322, -86.57619975 39.179082843623185, -86.57477921173435 39.17901305705322, -86.57337235402875 39.17880436942613, -86.57199272569197 39.17845879051786, -86.57065361329906 39.17797964844219, -86.5693679132344 39.17737155759925, -86.56814800749247 39.176640374236264, -86.56700564443241 39.17579314004873, -86.56595182563498 39.17483801436502, -86.56499669995127 39.173784195567585, -86.56414946576373 39.17264183250753, -86.56341828240075 39.17142192676559, -86.5628101915578 39.17013622670094, -86.56233104948214 39.168797114308035, -86.56198547057387 39.16741748597124, -86.56177678294678 39.166010628265646, -86.56170699637681 39.16459009))",19,6
902440959,2015-05-03,Weekday,23:00:00,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,S HARMONY & SR45W,39.11068027,-86.638854,"39.11068027,-86.638854",0,Clear,1,POINT (-86.638854 39.11068027),0.0,,23,6
902468608,2015-06-02,Weekday,21:00:00,Cyclist,Non-incapacitating,IMPROPER TURNING,E 3RD & S HILLSDALE,39.164272,-86.502416,"39.164272,-86.502416",6,Partly cloudy,2,POINT (-86.502416 39.164272),0.0,"POLYGON ((-86.48792324637681 39.164272, -86.48799303294678 39.16285146173435, -86.48820172057387 39.16144460402875, -86.48854729948214 39.16006497569196, -86.4890264415578 39.158725863299054, -86.48963453240074 39.157440163234405, -86.49036571576373 39.156220257492464, -86.49121294995126 39.15507789443241, -86.49216807563498 39.15402407563497, -86.49322189443241 39.15306894995126, -86.49436425749246 39.15222171576373, -86.4955841632344 39.15149053240074, -86.49686986329905 39.150882441557805, -86.49820897569197 39.150403299482136, -86.49958860402874 39.15005772057386, -86.50099546173435 39.149849032946776, -86.502416 39.14977924637681, -86.50383653826565 39.149849032946776, -86.50524339597125 39.15005772057386, -86.50662302430803 39.150403299482136, -86.50796213670094 39.150882441557805, -86.5092478367656 39.15149053240074, -86.51046774250753 39.15222171576373, -86.51161010556758 39.15306894995126, -86.51266392436501 39.15402407563497, -86.51361905004873 39.15507789443241, -86.51446628423626 39.156220257492464, -86.51519746759925 39.157440163234405, -86.5158055584422 39.158725863299054, -86.51628470051786 39.16006497569196, -86.51663027942612 39.16144460402875, -86.51683896705322 39.16285146173435, -86.51690875362318 39.164272, -86.51683896705322 39.165692538265645, -86.51663027942612 39.16709939597124, -86.51628470051786 39.168479024308034, -86.5158055584422 39.16981813670094, -86.51519746759925 39.17110383676559, -86.51446628423626 39.17232374250753, -86.51361905004873 39.173466105567584, -86.51266392436501 39.17451992436502, -86.51161010556758 39.17547505004873, -86.51046774250753 39.176322284236264, -86.5092478367656 39.17705346759925, -86.50796213670094 39.17766155844219, -86.50662302430803 39.17814070051786, -86.50524339597125 39.17848627942613, -86.50383653826565 39.17869496705322, -86.502416 39.178764753623184, -86.50099546173435 39.17869496705322, -86.49958860402874 39.17848627942613, -86.49820897569197 39.17814070051786, -86.49686986329905 39.17766155844219, -86.4955841632344 39.17705346759925, -86.49436425749246 39.176322284236264, -86.49322189443241 39.17547505004873, -86.49216807563498 39.17451992436502, -86.49121294995126 39.173466105567584, -86.49036571576373 39.17232374250753, -86.48963453240074 39.17110383676559, -86.4890264415578 39.16981813670094, -86.48854729948214 39.168479024308034, -86.48820172057387 39.16709939597124, -86.48799303294678 39.165692538265645, -86.48792324637681 39.164272))",21,6
902572978,2015-11-07,Weekend,18:00:00,2-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,WALNUT STREET & WINSLOW,39.1359897,-86.52879975,"39.1359897,-86.52879975",1,Cloudy,1,POINT (-86.52879975 39.1359897),0.0,"POLYGON ((-86.51430699637682 39.1359897, -86.51437678294678 39.134569161734355, -86.51458547057388 39.13316230402876, -86.51493104948214 39.131782675691966, -86.5154101915578 39.13044356329906, -86.51601828240075 39.12915786323441, -86.51674946576374 39.12793795749247, -86.51759669995127 39.126795594432416, -86.51855182563499 39.12574177563498, -86.51960564443242 39.12478664995127, -86.52074800749247 39.123939415763736, -86.5219679132344 39.12320823240075, -86.52325361329906 39.12260014155781, -86.52459272569197 39.12212099948214, -86.52597235402875 39.12177542057387, -86.52737921173436 39.12156673294678, -86.52879975 39.121496946376816, -86.53022028826565 39.12156673294678, -86.53162714597126 39.12177542057387, -86.53300677430803 39.12212099948214, -86.53434588670095 39.12260014155781, -86.5356315867656 39.12320823240075, -86.53685149250754 39.123939415763736, -86.53799385556759 39.12478664995127, -86.53904767436502 39.12574177563498, -86.54000280004874 39.126795594432416, -86.54085003423627 39.12793795749247, -86.54158121759926 39.12915786323441, -86.5421893084422 39.13044356329906, -86.54266845051787 39.131782675691966, -86.54301402942613 39.13316230402876, -86.54322271705323 39.134569161734355, -86.54329250362319 39.1359897, -86.54322271705323 39.13741023826565, -86.54301402942613 39.13881709597125, -86.54266845051787 39.14019672430804, -86.5421893084422 39.141535836700946, -86.54158121759926 39.142821536765595, -86.54085003423627 39.144041442507536, -86.54000280004874 39.14518380556759, -86.53904767436502 39.14623762436503, -86.53799385556759 39.14719275004874, -86.53685149250754 39.14803998423627, -86.5356315867656 39.14877116759926, -86.53434588670095 39.149379258442195, -86.53300677430803 39.149858400517864, -86.53162714597126 39.15020397942614, -86.53022028826565 39.150412667053224, -86.52879975 39.15048245362319, -86.52737921173436 39.150412667053224, -86.52597235402875 39.15020397942614, -86.52459272569197 39.149858400517864, -86.52325361329906 39.149379258442195, -86.5219679132344 39.14877116759926, -86.52074800749247 39.14803998423627, -86.51960564443242 39.14719275004874, -86.51855182563499 39.14623762436503, -86.51759669995127 39.14518380556759, -86.51674946576374 39.144041442507536, -86.51601828240075 39.142821536765595, -86.5154101915578 39.141535836700946, -86.51493104948214 39.14019672430804, -86.51458547057388 39.13881709597125, -86.51437678294678 39.13741023826565, -86.51430699637682 39.1359897))",18,6
902552046,2015-11-01,Weekday,21:00:00,1-Car,Incapacitating,RAN OFF ROAD RIGHT,E CHAMBERS,39.30432,-86.5168,"39.30432,-86.5168",0,Overcast,2,POINT (-86.5168 39.30432),0.0,,21,5
902413423,2015-03-05,Weekday,13:00:00,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,FLATWOODS & SR46W,39.25347374,-86.65441007,"39.25347374,-86.65441007",0,Overcast,1,POINT (-86.65441007 39.25347374),0.0,,13,1
902443426,2015-05-02,Weekday,13:00:00,1-Car,Incapacitating,RAN OFF ROAD RIGHT,SR45E & TUNNEL,39.23075611,-86.42494389,"39.23075611,-86.42494389",0,Clear,2,POINT (-86.42494389 39.23075611),0.0,,13,6
902430569,2015-04-06,Weekday,18:00:00,Moped/Motorcycle,Incapacitating,RAN OFF ROAD RIGHT,EAST SALT CREEK & SR446,39.0884819,-86.42079925,"39.0884819,-86.42079925",0,Clear,2,POINT (-86.42079925 39.0884819),0.0,,18,6
902383811,2015-01-06,Weekday,16:00:00,3+ Cars,Incapacitating,DISREGARD SIGNAL/REG SIGN,EAST 17TH & SR46,39.17979888,-86.50723113,"39.17979888,-86.50723113",1,Light freezing rain,2,POINT (-86.50723113 39.17979888),0.0,"POLYGON ((-86.4927383763768 39.17979888, -86.49280816294677 39.17837834173435, -86.49301685057387 39.176971484028755, -86.49336242948213 39.17559185569196, -86.4938415715578 39.17425274329906, -86.49444966240074 39.17296704323441, -86.49518084576373 39.17174713749247, -86.49602807995126 39.17060477443241, -86.49698320563498 39.169550955634975, -86.4980370244324 39.168595829951265, -86.49917938749246 39.16774859576373, -86.5003992932344 39.167017412400746, -86.50168499329905 39.16640932155781, -86.50302410569196 39.16593017948214, -86.50440373402874 39.165584600573865, -86.50581059173435 39.16537591294678, -86.50723113 39.16530612637681, -86.50865166826564 39.16537591294678, -86.51005852597125 39.165584600573865, -86.51143815430802 39.16593017948214, -86.51277726670094 39.16640932155781, -86.5140629667656 39.167017412400746, -86.51528287250753 39.16774859576373, -86.51642523556758 39.168595829951265, -86.51747905436501 39.169550955634975, -86.51843418004873 39.17060477443241, -86.51928141423626 39.17174713749247, -86.52001259759925 39.17296704323441, -86.5206206884422 39.17425274329906, -86.52109983051785 39.17559185569196, -86.52144540942612 39.176971484028755, -86.52165409705322 39.17837834173435, -86.52172388362318 39.17979888, -86.52165409705322 39.18121941826565, -86.52144540942612 39.182626275971245, -86.52109983051785 39.18400590430804, -86.5206206884422 39.18534501670094, -86.52001259759925 39.18663071676559, -86.51928141423626 39.18785062250753, -86.51843418004873 39.18899298556759, -86.51747905436501 39.190046804365025, -86.51642523556758 39.191001930048735, -86.51528287250753 39.19184916423627, -86.5140629667656 39.192580347599254, -86.51277726670094 39.19318843844219, -86.51143815430802 39.19366758051786, -86.51005852597125 39.194013159426135, -86.50865166826564 39.19422184705322, -86.50723113 39.19429163362319, -86.50581059173435 39.19422184705322, -86.50440373402874 39.194013159426135, -86.50302410569196 39.19366758051786, -86.50168499329905 39.19318843844219, -86.5003992932344 39.192580347599254, -86.49917938749246 39.19184916423627, -86.4980370244324 39.191001930048735, -86.49698320563498 39.190046804365025, -86.49602807995126 39.18899298556759, -86.49518084576373 39.18785062250753, -86.49444966240074 39.18663071676559, -86.4938415715578 39.18534501670094, -86.49336242948213 39.18400590430804, -86.49301685057387 39.182626275971245, -86.49280816294677 39.18121941826565, -86.4927383763768 39.17979888))",16,6
902475976,2015-07-03,Weekday,10:00:00,2-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,3RD & INDIANA,39.164448,-86.5268,"39.164448,-86.5268",43,Moderate or heavy rain shower,1,POINT (-86.5268 39.164448),0.0,"POLYGON ((-86.5123072463768 39.164448, -86.51237703294677 39.16302746173435, -86.51258572057387 39.161620604028755, -86.51293129948213 39.16024097569196, -86.5134104415578 39.15890186329906, -86.51401853240074 39.15761616323441, -86.51474971576373 39.15639625749247, -86.51559694995126 39.15525389443241, -86.51655207563498 39.154200075634975, -86.5176058944324 39.153244949951265, -86.51874825749246 39.15239771576373, -86.5199681632344 39.151666532400746, -86.52125386329905 39.15105844155781, -86.52259297569196 39.15057929948214, -86.52397260402874 39.150233720573866, -86.52537946173435 39.15002503294678, -86.5268 39.14995524637681, -86.52822053826564 39.15002503294678, -86.52962739597125 39.150233720573866, -86.53100702430802 39.15057929948214, -86.53234613670094 39.15105844155781, -86.5336318367656 39.151666532400746, -86.53485174250753 39.15239771576373, -86.53599410556758 39.153244949951265, -86.53704792436501 39.154200075634975, -86.53800305004873 39.15525389443241, -86.53885028423626 39.15639625749247, -86.53958146759925 39.15761616323441, -86.5401895584422 39.15890186329906, -86.54066870051786 39.16024097569196, -86.54101427942612 39.161620604028755, -86.54122296705322 39.16302746173435, -86.54129275362318 39.164448, -86.54122296705322 39.16586853826565, -86.54101427942612 39.167275395971245, -86.54066870051786 39.16865502430804, -86.5401895584422 39.16999413670094, -86.53958146759925 39.17127983676559, -86.53885028423626 39.17249974250753, -86.53800305004873 39.17364210556759, -86.53704792436501 39.174695924365025, -86.53599410556758 39.175651050048735, -86.53485174250753 39.17649828423627, -86.5336318367656 39.177229467599254, -86.53234613670094 39.17783755844219, -86.53100702430802 39.17831670051786, -86.52962739597125 39.178662279426135, -86.52822053826564 39.17887096705322, -86.5268 39.17894075362319, -86.52537946173435 39.17887096705322, -86.52397260402874 39.178662279426135, -86.52259297569196 39.17831670051786, -86.52125386329905 39.17783755844219, -86.5199681632344 39.177229467599254, -86.51874825749246 39.17649828423627, -86.5176058944324 39.175651050048735, -86.51655207563498 39.174695924365025, -86.51559694995126 39.17364210556759, -86.51474971576373 39.17249974250753, -86.51401853240074 39.17127983676559, -86.5134104415578 39.16999413670094, -86.51293129948213 39.16865502430804, -86.51258572057387 39.167275395971245, -86.51237703294677 39.16586853826565, -86.5123072463768 39.164448))",10,1
902382482,2015-01-04,Weekday,15:00:00,3+ Cars,Non-incapacitating,BRAKE FAILURE OR DEFECTIVE,CORY & THIRD,39.164544,-86.560096,"39.164544,-86.560096",4,Patchy rain possible,2,POINT (-86.560096 39.164544),0.0,"POLYGON ((-86.54560324637681 39.164544, -86.54567303294678 39.16312346173435, -86.54588172057387 39.161716604028754, -86.54622729948214 39.16033697569196, -86.5467064415578 39.15899786329906, -86.54731453240075 39.15771216323441, -86.54804571576373 39.15649225749247, -86.54889294995127 39.15534989443241, -86.54984807563498 39.154296075634974, -86.55090189443241 39.153340949951264, -86.55204425749247 39.15249371576373, -86.5532641632344 39.151762532400745, -86.55454986329906 39.15115444155781, -86.55588897569197 39.15067529948214, -86.55726860402875 39.150329720573865, -86.55867546173435 39.15012103294678, -86.560096 39.15005124637681, -86.56151653826565 39.15012103294678, -86.56292339597125 39.150329720573865, -86.56430302430803 39.15067529948214, -86.56564213670094 39.15115444155781, -86.5669278367656 39.151762532400745, -86.56814774250753 39.15249371576373, -86.56929010556759 39.153340949951264, -86.57034392436502 39.154296075634974, -86.57129905004874 39.15534989443241, -86.57214628423627 39.15649225749247, -86.57287746759926 39.15771216323441, -86.5734855584422 39.15899786329906, -86.57396470051786 39.16033697569196, -86.57431027942613 39.161716604028754, -86.57451896705322 39.16312346173435, -86.57458875362319 39.164544, -86.57451896705322 39.16596453826565, -86.57431027942613 39.167371395971244, -86.57396470051786 39.16875102430804, -86.5734855584422 39.17009013670094, -86.57287746759926 39.17137583676559, -86.57214628423627 39.17259574250753, -86.57129905004874 39.17373810556759, -86.57034392436502 39.174791924365024, -86.56929010556759 39.175747050048734, -86.56814774250753 39.176594284236266, -86.5669278367656 39.17732546759925, -86.56564213670094 39.17793355844219, -86.56430302430803 39.17841270051786, -86.56292339597125 39.178758279426134, -86.56151653826565 39.17896696705322, -86.560096 39.17903675362319, -86.55867546173435 39.17896696705322, -86.55726860402875 39.178758279426134, -86.55588897569197 39.17841270051786, -86.55454986329906 39.17793355844219, -86.5532641632344 39.17732546759925, -86.55204425749247 39.176594284236266, -86.55090189443241 39.175747050048734, -86.54984807563498 39.174791924365024, -86.54889294995127 39.17373810556759, -86.54804571576373 39.17259574250753, -86.54731453240075 39.17137583676559, -86.5467064415578 39.17009013670094, -86.54622729948214 39.16875102430804, -86.54588172057387 39.167371395971244, -86.54567303294678 39.16596453826565, -86.54560324637681 39.164544))",15,5
902423612,2015-04-07,Weekend,10:00:00,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,HICKORY LEAF & SR45W,39.14499486,-86.57788929,"39.14499486,-86.57788929",1,Patchy rain possible,1,POINT (-86.57788929 39.14499486),0.0,"POLYGON ((-86.56339653637681 39.14499486, -86.56346632294678 39.14357432173435, -86.56367501057387 39.14216746402875, -86.56402058948214 39.14078783569196, -86.5644997315578 39.139448723299054, -86.56510782240075 39.138163023234405, -86.56583900576373 39.136943117492464, -86.56668623995127 39.13580075443241, -86.56764136563498 39.13474693563497, -86.56869518443241 39.13379180995126, -86.56983754749247 39.13294457576373, -86.5710574532344 39.13221339240074, -86.57234315329906 39.131605301557805, -86.57368226569197 39.131126159482136, -86.57506189402875 39.13078058057386, -86.57646875173435 39.130571892946776, -86.57788929 39.13050210637681, -86.57930982826565 39.130571892946776, -86.58071668597125 39.13078058057386, -86.58209631430803 39.131126159482136, -86.58343542670094 39.131605301557805, -86.5847211267656 39.13221339240074, -86.58594103250753 39.13294457576373, -86.58708339556759 39.13379180995126, -86.58813721436502 39.13474693563497, -86.58909234004874 39.13580075443241, -86.58993957423627 39.136943117492464, -86.59067075759926 39.138163023234405, -86.5912788484422 39.139448723299054, -86.59175799051786 39.14078783569196, -86.59210356942613 39.14216746402875, -86.59231225705322 39.14357432173435, -86.59238204362319 39.14499486, -86.59231225705322 39.146415398265646, -86.59210356942613 39.14782225597124, -86.59175799051786 39.149201884308034, -86.5912788484422 39.15054099670094, -86.59067075759926 39.15182669676559, -86.58993957423627 39.15304660250753, -86.58909234004874 39.154188965567585, -86.58813721436502 39.15524278436502, -86.58708339556759 39.15619791004873, -86.58594103250753 39.157045144236264, -86.5847211267656 39.15777632759925, -86.58343542670094 39.15838441844219, -86.58209631430803 39.15886356051786, -86.58071668597125 39.15920913942613, -86.57930982826565 39.15941782705322, -86.57788929 39.159487613623185, -86.57646875173435 39.15941782705322, -86.57506189402875 39.15920913942613, -86.57368226569197 39.15886356051786, -86.57234315329906 39.15838441844219, -86.5710574532344 39.15777632759925, -86.56983754749247 39.157045144236264, -86.56869518443241 39.15619791004873, -86.56764136563498 39.15524278436502, -86.56668623995127 39.154188965567585, -86.56583900576373 39.15304660250753, -86.56510782240075 39.15182669676559, -86.5644997315578 39.15054099670094, -86.56402058948214 39.149201884308034, -86.56367501057387 39.14782225597124, -86.56346632294678 39.146415398265646, -86.56339653637681 39.14499486))",10,6
902524311,2015-09-01,Weekend,13:00:00,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,10TH & COLLEGE,39.171744,-86.534768,"39.171744,-86.534768",39,Partly cloudy,1,POINT (-86.534768 39.171744),0.0,"POLYGON ((-86.52027524637681 39.171744, -86.52034503294678 39.17032346173435, -86.52055372057387 39.16891660402875, -86.52089929948214 39.16753697569196, -86.5213784415578 39.166197863299054, -86.52198653240075 39.164912163234405, -86.52271771576373 39.163692257492464, -86.52356494995126 39.16254989443241, -86.52452007563498 39.16149607563497, -86.52557389443241 39.16054094995126, -86.52671625749247 39.15969371576373, -86.5279361632344 39.15896253240074, -86.52922186329906 39.158354441557805, -86.53056097569197 39.157875299482136, -86.53194060402875 39.15752972057386, -86.53334746173435 39.157321032946776, -86.534768 39.15725124637681, -86.53618853826565 39.157321032946776, -86.53759539597125 39.15752972057386, -86.53897502430803 39.157875299482136, -86.54031413670094 39.158354441557805, -86.5415998367656 39.15896253240074, -86.54281974250753 39.15969371576373, -86.54396210556759 39.16054094995126, -86.54501592436502 39.16149607563497, -86.54597105004873 39.16254989443241, -86.54681828423627 39.163692257492464, -86.54754946759925 39.164912163234405, -86.5481575584422 39.166197863299054, -86.54863670051786 39.16753697569196, -86.54898227942613 39.16891660402875, -86.54919096705322 39.17032346173435, -86.54926075362319 39.171744, -86.54919096705322 39.173164538265645, -86.54898227942613 39.17457139597124, -86.54863670051786 39.175951024308034, -86.5481575584422 39.17729013670094, -86.54754946759925 39.17857583676559, -86.54681828423627 39.17979574250753, -86.54597105004873 39.180938105567584, -86.54501592436502 39.18199192436502, -86.54396210556759 39.18294705004873, -86.54281974250753 39.183794284236264, -86.5415998367656 39.18452546759925, -86.54031413670094 39.18513355844219, -86.53897502430803 39.18561270051786, -86.53759539597125 39.18595827942613, -86.53618853826565 39.18616696705322, -86.534768 39.186236753623184, -86.53334746173435 39.18616696705322, -86.53194060402875 39.18595827942613, -86.53056097569197 39.18561270051786, -86.52922186329906 39.18513355844219, -86.5279361632344 39.18452546759925, -86.52671625749247 39.183794284236264, -86.52557389443241 39.18294705004873, -86.52452007563498 39.18199192436502, -86.52356494995126 39.180938105567584, -86.52271771576373 39.17979574250753, -86.52198653240075 39.17857583676559, -86.5213784415578 39.17729013670094, -86.52089929948214 39.175951024308034, -86.52055372057387 39.17457139597124, -86.52034503294678 39.173164538265645, -86.52027524637681 39.171744))",13,3
902549756,2015-10-06,Weekday,14:00:00,2-Car,No injury/unknown,,123 S KINGSTON & LONGVIEW,39.166848,-86.4928,"39.166848,-86.4928",6,Clear,1,POINT (-86.4928 39.166848),0.0,"POLYGON ((-86.47830724637681 39.166848, -86.47837703294678 39.16542746173435, -86.47858572057388 39.16402060402876, -86.47893129948214 39.162640975691964, -86.4794104415578 39.16130186329906, -86.48001853240075 39.16001616323441, -86.48074971576374 39.15879625749247, -86.48159694995127 39.157653894432414, -86.48255207563498 39.15660007563498, -86.48360589443242 39.15564494995127, -86.48474825749247 39.154797715763735, -86.4859681632344 39.15406653240075, -86.48725386329906 39.15345844155781, -86.48859297569197 39.15297929948214, -86.48997260402875 39.15263372057387, -86.49137946173435 39.15242503294678, -86.4928 39.152355246376814, -86.49422053826565 39.15242503294678, -86.49562739597125 39.15263372057387, -86.49700702430803 39.15297929948214, -86.49834613670095 39.15345844155781, -86.4996318367656 39.15406653240075, -86.50085174250754 39.154797715763735, -86.50199410556759 39.15564494995127, -86.50304792436502 39.15660007563498, -86.50400305004874 39.157653894432414, -86.50485028423627 39.15879625749247, -86.50558146759926 39.16001616323441, -86.5061895584422 39.16130186329906, -86.50666870051786 39.162640975691964, -86.50701427942613 39.16402060402876, -86.50722296705322 39.16542746173435, -86.50729275362319 39.166848, -86.50722296705322 39.16826853826565, -86.50701427942613 39.16967539597125, -86.50666870051786 39.17105502430804, -86.5061895584422 39.172394136700945, -86.50558146759926 39.173679836765594, -86.50485028423627 39.174899742507534, -86.50400305004874 39.17604210556759, -86.50304792436502 39.17709592436503, -86.50199410556759 39.17805105004874, -86.50085174250754 39.17889828423627, -86.4996318367656 39.179629467599256, -86.49834613670095 39.180237558442194, -86.49700702430803 39.18071670051786, -86.49562739597125 39.181062279426136, -86.49422053826565 39.18127096705322, -86.4928 39.18134075362319, -86.49137946173435 39.18127096705322, -86.48997260402875 39.181062279426136, -86.48859297569197 39.18071670051786, -86.48725386329906 39.180237558442194, -86.4859681632344 39.179629467599256, -86.48474825749247 39.17889828423627, -86.48360589443242 39.17805105004874, -86.48255207563498 39.17709592436503, -86.48159694995127 39.17604210556759, -86.48074971576374 39.174899742507534, -86.48001853240075 39.173679836765594, -86.4794104415578 39.172394136700945, -86.47893129948214 39.17105502430804, -86.47858572057388 39.16967539597125, -86.47837703294678 39.16826853826565, -86.47830724637681 39.166848))",14,6
902558378,2015-11-02,Weekday,14:00:00,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,SHARP & SR46W,39.23585459,-86.62777953,"39.23585459,-86.62777953",1,Clear,1,POINT (-86.62777953 39.23585459),0.0,"POLYGON ((-86.61328677637681 39.23585459, -86.61335656294678 39.234434051734354, -86.61356525057387 39.23302719402876, -86.61391082948214 39.231647565691965, -86.6143899715578 39.23030845329906, -86.61499806240074 39.22902275323441, -86.61572924576373 39.22780284749247, -86.61657647995126 39.226660484432415, -86.61753160563498 39.22560666563498, -86.61858542443241 39.22465153995127, -86.61972778749247 39.223804305763736, -86.6209476932344 39.22307312240075, -86.62223339329906 39.22246503155781, -86.62357250569197 39.22198588948214, -86.62495213402875 39.22164031057387, -86.62635899173435 39.22143162294678, -86.62777953 39.221361836376815, -86.62920006826565 39.22143162294678, -86.63060692597125 39.22164031057387, -86.63198655430803 39.22198588948214, -86.63332566670094 39.22246503155781, -86.6346113667656 39.22307312240075, -86.63583127250753 39.223804305763736, -86.63697363556759 39.22465153995127, -86.63802745436502 39.22560666563498, -86.63898258004873 39.226660484432415, -86.63982981423626 39.22780284749247, -86.64056099759925 39.22902275323441, -86.6411690884422 39.23030845329906, -86.64164823051786 39.231647565691965, -86.64199380942613 39.23302719402876, -86.64220249705322 39.234434051734354, -86.64227228362319 39.23585459, -86.64220249705322 39.23727512826565, -86.64199380942613 39.23868198597125, -86.64164823051786 39.24006161430804, -86.6411690884422 39.241400726700945, -86.64056099759925 39.242686426765594, -86.63982981423626 39.243906332507535, -86.63898258004873 39.24504869556759, -86.63802745436502 39.24610251436503, -86.63697363556759 39.24705764004874, -86.63583127250753 39.24790487423627, -86.6346113667656 39.248636057599256, -86.63332566670094 39.249244148442195, -86.63198655430803 39.24972329051786, -86.63060692597125 39.25006886942614, -86.62920006826565 39.250277557053224, -86.62777953 39.25034734362319, -86.62635899173435 39.250277557053224, -86.62495213402875 39.25006886942614, -86.62357250569197 39.24972329051786, -86.62223339329906 39.249244148442195, -86.6209476932344 39.248636057599256, -86.61972778749247 39.24790487423627, -86.61858542443241 39.24705764004874, -86.61753160563498 39.24610251436503, -86.61657647995126 39.24504869556759, -86.61572924576373 39.243906332507535, -86.61499806240074 39.242686426765594, -86.6143899715578 39.241400726700945, -86.61391082948214 39.24006161430804, -86.61356525057387 39.23868198597125, -86.61335656294678 39.23727512826565, -86.61328677637681 39.23585459))",14,6
902500214,2015-08-07,Weekend,07:00:00,2-Car,Incapacitating,LEFT OF CENTER,OLD ST 37 & W HOBART,39.01368968,-86.5409537,"39.01368968,-86.5409537",0,Clear,2,POINT (-86.5409537 39.01368968),0.0,,7,6
